"AtcoCode","Sequence","GridType","Easting","Northing","CreationDateTime","ModificationDateTime","RevisionNumber","Modification"
"270002701701",1,"U",510967,359432,"","",,"new"
"270002701701",2,"U",510967,360579,"","",,"new"
"270002701701",3,"U",513192,360579,"","",,"new"
"270002701701",4,"U",513192,359432,"","",,"new"
"270002701702",1,"U",506074,359716,"","",,"new"
"270002701702",2,"U",506074,360851,"","",,"new"
"270002701702",3,"U",507788,360851,"","",,"new"
"270002701702",4,"U",507788,359716,"","",,"new"
"270002701703",1,"U",511318,357968,"","",,"new"
"270002701703",2,"U",511318,359103,"","",,"new"
"270002701703",3,"U",513033,359103,"","",,"new"
"270002701703",4,"U",513033,357968,"","",,"new"
"270002701704",1,"U",511318,357005,"","",,"new"
"270002701704",2,"U",511318,357922,"","",,"new"
"270002701704",3,"U",512763,357922,"","",,"new"
"270002701704",4,"U",512763,357005,"","",,"new"
"270002701705",1,"U",506287,357765,"","",,"new"
"270002701705",2,"U",506287,358683,"","",,"new"
"270002701705",3,"U",507732,358683,"","",,"new"
"270002701705",4,"U",507732,357765,"","",,"new"
"270002701706",1,"U",504167,356204,"","",,"new"
"270002701706",2,"U",504167,357122,"","",,"new"
"270002701706",3,"U",505613,357122,"","",,"new"
"270002701706",4,"U",505613,356204,"","",,"new"
"270002701707",1,"U",505477,362530,"","",,"new"
"270002701707",2,"U",505477,363447,"","",,"new"
"270002701707",3,"U",506923,363447,"","",,"new"
"270002701707",4,"U",506923,362530,"","",,"new"
"270002701708",1,"U",505543,363707,"","",,"new"
"270002701708",2,"U",505543,364882,"","",,"new"
"270002701708",3,"U",506872,364882,"","",,"new"
"270002701708",4,"U",506872,363707,"","",,"new"
"270002701709",1,"U",505031,365774,"","",,"new"
"270002701709",2,"U",505031,366901,"","",,"new"
"270002701709",3,"U",505939,366901,"","",,"new"
"270002701709",4,"U",505939,365774,"","",,"new"
"270002701710",1,"U",505939,360886,"","",,"new"
"270002701710",2,"U",505939,362045,"","",,"new"
"270002701710",3,"U",508144,362045,"","",,"new"
"270002701710",4,"U",508144,360886,"","",,"new"
"270002701711",1,"U",490207,331013,"","",,"new"
"270002701711",2,"U",490207,331256,"","",,"new"
"270002701711",3,"U",490709,331256,"","",,"new"
"270002701711",4,"U",490709,331013,"","",,"new"
"270002701712",1,"U",512835,363658,"","",,"new"
"270002701712",2,"U",512835,364406,"","",,"new"
"270002701712",3,"U",513951,364406,"","",,"new"
"270002701712",4,"U",513951,363658,"","",,"new"
"270002701713",1,"U",496981,328023,"","",,"new"
"270002701713",2,"U",496981,328459,"","",,"new"
"270002701713",3,"U",497498,328459,"","",,"new"
"270002701713",4,"U",497498,328023,"","",,"new"
"270002701714",1,"U",496453,330505,"","",,"new"
"270002701714",2,"U",496453,331228,"","",,"new"
"270002701714",3,"U",497355,331228,"","",,"new"
"270002701714",4,"U",497355,330505,"","",,"new"
"270002701715",1,"U",501623,333579,"","",,"new"
"270002701715",2,"U",501623,334264,"","",,"new"
"270002701715",3,"U",502321,334264,"","",,"new"
"270002701715",4,"U",502321,333579,"","",,"new"
"270002701716",1,"U",498659,333678,"","",,"new"
"270002701716",2,"U",498659,334700,"","",,"new"
"270002701716",3,"U",499905,334700,"","",,"new"
"270002701716",4,"U",499905,333678,"","",,"new"
"270002701717",1,"U",495565,333205,"","",,"new"
"270002701717",2,"U",495565,334227,"","",,"new"
"270002701717",3,"U",496810,334227,"","",,"new"
"270002701717",4,"U",496810,333205,"","",,"new"
"270002701718",1,"U",494833,334428,"","",,"new"
"270002701718",2,"U",494833,335128,"","",,"new"
"270002701718",3,"U",495314,335128,"","",,"new"
"270002701718",4,"U",495314,334428,"","",,"new"
"270002701719",1,"U",496936,337889,"","",,"new"
"270002701719",2,"U",496936,338719,"","",,"new"
"270002701719",3,"U",497796,338719,"","",,"new"
"270002701719",4,"U",497796,337889,"","",,"new"
"270002701720",1,"U",495042,337499,"","",,"new"
"270002701720",2,"U",495042,338237,"","",,"new"
"270002701720",3,"U",495715,338237,"","",,"new"
"270002701720",4,"U",495715,337499,"","",,"new"
"270002701721",1,"U",500422,332189,"","",,"new"
"270002701721",2,"U",500422,332516,"","",,"new"
"270002701721",3,"U",501177,332516,"","",,"new"
"270002701721",4,"U",501177,332189,"","",,"new"
"270002701722",1,"U",500011,332758,"","",,"new"
"270002701722",2,"U",500011,333226,"","",,"new"
"270002701722",3,"U",500563,333226,"","",,"new"
"270002701722",4,"U",500563,332758,"","",,"new"
"270002701723",1,"U",494920,320514,"","",,"new"
"270002701723",2,"U",494920,321410,"","",,"new"
"270002701723",3,"U",495626,321410,"","",,"new"
"270002701723",4,"U",495626,320514,"","",,"new"
"270002701724",1,"U",492048,319018,"","",,"new"
"270002701724",2,"U",492048,320030,"","",,"new"
"270002701724",3,"U",493052,320030,"","",,"new"
"270002701724",4,"U",493052,319018,"","",,"new"
"270002701725",1,"U",492310,321438,"","",,"new"
"270002701725",2,"U",492310,322164,"","",,"new"
"270002701725",3,"U",493125,322164,"","",,"new"
"270002701725",4,"U",493125,321438,"","",,"new"
"270002701726",1,"U",490785,321180,"","",,"new"
"270002701726",2,"U",490785,321906,"","",,"new"
"270002701726",3,"U",491600,321906,"","",,"new"
"270002701726",4,"U",491600,321180,"","",,"new"
"270002701727",1,"U",490373,322511,"","",,"new"
"270002701727",2,"U",490373,323108,"","",,"new"
"270002701727",3,"U",491285,323108,"","",,"new"
"270002701727",4,"U",491285,322511,"","",,"new"
"270002701728",1,"U",489365,325375,"","",,"new"
"270002701728",2,"U",489365,326174,"","",,"new"
"270002701728",3,"U",490390,326174,"","",,"new"
"270002701728",4,"U",490390,325375,"","",,"new"
"270002701729",1,"U",491878,324263,"","",,"new"
"270002701729",2,"U",491878,324704,"","",,"new"
"270002701729",3,"U",492676,324704,"","",,"new"
"270002701729",4,"U",492676,324263,"","",,"new"
"270002701730",1,"U",492770,323547,"","",,"new"
"270002701730",2,"U",492770,324716,"","",,"new"
"270002701730",3,"U",493560,324716,"","",,"new"
"270002701730",4,"U",493560,323547,"","",,"new"
"270002701731",1,"U",492601,326122,"","",,"new"
"270002701731",2,"U",492601,327021,"","",,"new"
"270002701731",3,"U",494360,327021,"","",,"new"
"270002701731",4,"U",494360,326122,"","",,"new"
"270002701732",1,"U",490662,327099,"","",,"new"
"270002701732",2,"U",490662,328707,"","",,"new"
"270002701732",3,"U",492228,328707,"","",,"new"
"270002701732",4,"U",492228,327099,"","",,"new"
"270002701733",1,"U",492138,330018,"","",,"new"
"270002701733",2,"U",492138,330900,"","",,"new"
"270002701733",3,"U",493432,330900,"","",,"new"
"270002701733",4,"U",493432,330018,"","",,"new"
"270002701735",1,"U",507816,364705,"","",,"new"
"270002701735",2,"U",507816,365001,"","",,"new"
"270002701735",3,"U",508368,365001,"","",,"new"
"270002701735",4,"U",508368,364705,"","",,"new"
"270002701737",1,"U",491711,331321,"","",,"new"
"270002701737",2,"U",491711,332330,"","",,"new"
"270002701737",3,"U",493145,332330,"","",,"new"
"270002701737",4,"U",493145,331321,"","",,"new"
"270002701738",1,"U",487834,332080,"","",,"new"
"270002701738",2,"U",487834,333705,"","",,"new"
"270002701738",3,"U",489668,333705,"","",,"new"
"270002701738",4,"U",489668,332080,"","",,"new"
"270002701739",1,"U",485997,332005,"","",,"new"
"270002701739",2,"U",485997,332842,"","",,"new"
"270002701739",3,"U",487191,332842,"","",,"new"
"270002701739",4,"U",487191,332005,"","",,"new"
"270002701740",1,"U",483460,332711,"","",,"new"
"270002701740",2,"U",483460,334695,"","",,"new"
"270002701740",3,"U",484007,334695,"","",,"new"
"270002701740",4,"U",484007,332711,"","",,"new"
"270002701741",1,"U",485164,337557,"","",,"new"
"270002701741",2,"U",485164,338514,"","",,"new"
"270002701741",3,"U",486239,338514,"","",,"new"
"270002701741",4,"U",486239,337557,"","",,"new"
"270002701743",1,"U",487051,328969,"","",,"new"
"270002701743",2,"U",487051,330662,"","",,"new"
"270002701743",3,"U",488686,330662,"","",,"new"
"270002701743",4,"U",488686,328969,"","",,"new"
"270002701763",1,"U",487720,400142,"","",,"new"
"270002701763",2,"U",487720,401779,"","",,"new"
"270002701763",3,"U",489151,401779,"","",,"new"
"270002701763",4,"U",489151,400142,"","",,"new"
"270002701764",1,"U",487345,401386,"","",,"new"
"270002701764",2,"U",487345,402167,"","",,"new"
"270002701764",3,"U",487851,402167,"","",,"new"
"270002701764",4,"U",487851,401386,"","",,"new"
"270002701765",1,"U",488650,398706,"","",,"new"
"270002701765",2,"U",488650,399443,"","",,"new"
"270002701765",3,"U",489332,399443,"","",,"new"
"270002701765",4,"U",489332,398706,"","",,"new"
"270002701766",1,"U",483103,401430,"","",,"new"
"270002701766",2,"U",483103,403436,"","",,"new"
"270002701766",3,"U",483840,403436,"","",,"new"
"270002701766",4,"U",483840,401430,"","",,"new"
"270002701768",1,"U",508950,307790,"","",,"new"
"270002701768",2,"U",508950,308553,"","",,"new"
"270002701768",3,"U",509619,308553,"","",,"new"
"270002701768",4,"U",509619,307790,"","",,"new"
"270002701769",1,"U",505713,307362,"","",,"new"
"270002701769",2,"U",505713,308043,"","",,"new"
"270002701769",3,"U",506673,308043,"","",,"new"
"270002701769",4,"U",506673,307362,"","",,"new"
"270002702038",1,"U",490578,361309,"2011-01-20T09:33:29","",,"new"
"270002702038",2,"U",490578,361850,"2011-01-20T09:33:29","",,"new"
"270002702038",3,"U",491012,361850,"2011-01-20T09:33:29","",,"new"
"270002702038",4,"U",491012,361309,"2011-01-20T09:33:29","",,"new"
"270002702039",1,"U",492139,362501,"2011-01-20T09:38:38","",,"new"
"270002702039",2,"U",492139,362836,"2011-01-20T09:38:38","",,"new"
"270002702039",3,"U",493095,362836,"2011-01-20T09:38:38","",,"new"
"270002702039",4,"U",493095,362501,"2011-01-20T09:38:38","",,"new"
"270002702040",1,"U",491130,362794,"2011-01-20T09:41:00","",,"new"
"270002702040",2,"U",491130,363171,"2011-01-20T09:41:00","",,"new"
"270002702040",3,"U",491880,363171,"2011-01-20T09:41:00","",,"new"
"270002702040",4,"U",491880,362794,"2011-01-20T09:41:00","",,"new"
"270002702041",1,"U",488620,361606,"2011-01-20T09:48:57","",,"new"
"270002702041",2,"U",488620,362880,"2011-01-20T09:48:57","",,"new"
"270002702041",3,"U",490292,362880,"2011-01-20T09:48:57","",,"new"
"270002702041",4,"U",490292,362400,"2011-01-20T09:48:57","",,"new"
"270002702041",5,"U",489920,361606,"2011-01-20T09:48:57","",,"new"
"270002702042",1,"U",486522,362325,"2011-01-20T13:38:33","",,"new"
"270002702042",2,"U",486522,364500,"2011-01-20T13:38:33","",,"new"
"270002702042",3,"U",487000,364500,"2011-01-20T13:38:33","",,"new"
"270002702042",4,"U",487450,362325,"2011-01-20T13:38:33","",,"new"
"270002702048",1,"U",484126,366300,"2011-03-17T13:29:59","2011-03-17T13:30:58",3,"rev"
"270002702048",2,"U",485880,366300,"2011-03-17T13:29:59","2011-03-17T13:30:58",3,"rev"
"270002702048",3,"U",485880,367552,"2011-03-17T13:29:59","2011-03-17T13:30:58",3,"rev"
"270002702048",4,"U",484123,367552,"2011-03-17T13:29:59","2011-03-17T13:30:58",3,"rev"
"270002702050",1,"U",548304,369676,"2011-03-22T08:06:11","2011-03-22T08:07:23",3,"rev"
"270002702050",2,"U",549057,369676,"2011-03-22T08:06:11","2011-03-22T08:07:23",3,"rev"
"270002702050",3,"U",549057,370185,"2011-03-22T08:06:11","2011-03-22T08:07:23",3,"rev"
"270002702050",4,"U",548304,370185,"2011-03-22T08:06:11","2011-03-22T08:07:23",3,"rev"
"270002702051",1,"U",522630,346279,"2011-03-22T09:33:52","2011-03-22T09:51:58",4,"rev"
"270002702051",2,"U",522630,347386,"2011-03-22T09:33:52","2011-03-22T09:51:58",4,"rev"
"270002702051",3,"U",523984,347386,"2011-03-22T09:33:52","2011-03-22T09:51:58",4,"rev"
"270002702051",4,"U",523984,346279,"2011-03-22T09:33:52","2011-03-22T09:51:58",4,"rev"
"270002702052",1,"U",522507,348899,"2011-03-22T10:25:21","2011-03-22T10:27:09",1,"rev"
"270002702052",2,"U",524092,348899,"2011-03-22T10:25:21","2011-03-22T10:27:09",1,"rev"
"270002702052",3,"U",524092,350918,"2011-03-22T10:25:21","2011-03-22T10:27:09",1,"rev"
"270002702052",4,"U",522507,350918,"2011-03-22T10:25:21","2011-03-22T10:27:09",1,"rev"
"270002702053",1,"U",526974,345352,"2011-03-22T10:37:02","2011-03-22T10:37:20",1,"rev"
"270002702053",2,"U",527672,345352,"2011-03-22T10:37:02","2011-03-22T10:37:20",1,"rev"
"270002702053",3,"U",527672,346801,"2011-03-22T10:37:02","2011-03-22T10:37:20",1,"rev"
"270002702053",4,"U",526974,346801,"2011-03-22T10:37:02","2011-03-22T10:37:20",1,"rev"
"270002702054",1,"U",525731,342196,"2011-03-22T10:41:41","2011-03-22T10:44:03",3,"rev"
"270002702054",2,"U",528201,342196,"2011-03-22T10:41:41","2011-03-22T10:44:03",3,"rev"
"270002702054",3,"U",528201,344016,"2011-03-22T10:41:41","2011-03-22T10:44:03",3,"rev"
"270002702054",4,"U",525731,344016,"2011-03-22T10:41:41","2011-03-22T10:44:03",3,"rev"
"270002702055",1,"U",525872,341191,"2011-03-22T10:54:39","",,"new"
"270002702055",2,"U",527212,341191,"2011-03-22T10:54:39","",,"new"
"270002702055",3,"U",527212,342208,"2011-03-22T10:54:39","",,"new"
"270002702055",4,"U",525872,342208,"2011-03-22T10:54:39","",,"new"
"270002702056",1,"U",521182,342479,"2011-03-22T10:58:42","",,"new"
"270002702056",2,"U",522522,342479,"2011-03-22T10:58:42","",,"new"
"270002702056",3,"U",522522,343496,"2011-03-22T10:58:42","",,"new"
"270002702056",4,"U",521182,343496,"2011-03-22T10:58:42","",,"new"
"270002702057",1,"U",525690,339452,"2011-03-22T11:05:14","",,"new"
"270002702057",2,"U",527107,339452,"2011-03-22T11:05:14","",,"new"
"270002702057",3,"U",527107,340663,"2011-03-22T11:05:14","",,"new"
"270002702057",4,"U",525690,340663,"2011-03-22T11:05:14","",,"new"
"270002702058",1,"U",528297,339565,"2011-03-22T11:22:16","",,"new"
"270002702058",2,"U",529714,339565,"2011-03-22T11:22:16","",,"new"
"270002702058",3,"U",529714,340776,"2011-03-22T11:22:16","",,"new"
"270002702058",4,"U",528297,340776,"2011-03-22T11:22:16","",,"new"
"270002702059",1,"U",529557,340416,"2011-03-22T11:28:38","",,"new"
"270002702059",2,"U",530775,340416,"2011-03-22T11:28:38","",,"new"
"270002702059",3,"U",530775,341869,"2011-03-22T11:28:38","",,"new"
"270002702059",4,"U",529557,341869,"2011-03-22T11:28:38","",,"new"
"270002702060",1,"U",531930,338762,"2011-03-22T11:43:26","",,"new"
"270002702060",2,"U",533512,338762,"2011-03-22T11:43:26","",,"new"
"270002702060",3,"U",533512,340005,"2011-03-22T11:43:26","",,"new"
"270002702060",4,"U",531930,340005,"2011-03-22T11:43:26","",,"new"
"270002702061",1,"U",533237,336827,"2011-03-22T11:47:04","",,"new"
"270002702061",2,"U",534000,336827,"2011-03-22T11:47:04","",,"new"
"270002702061",3,"U",534000,337422,"2011-03-22T11:47:04","",,"new"
"270002702061",4,"U",533237,337422,"2011-03-22T11:47:04","",,"new"
"270002702062",1,"U",533120,335615,"2011-03-22T11:50:28","",,"new"
"270002702062",2,"U",533883,335616,"2011-03-22T11:50:28","",,"new"
"270002702062",3,"U",533883,336211,"2011-03-22T11:50:28","",,"new"
"270002702062",4,"U",533120,336211,"2011-03-22T11:50:28","",,"new"
"270002702063",1,"U",530957,332625,"2011-03-22T11:54:05","",,"new"
"270002702063",2,"U",532164,332625,"2011-03-22T11:54:05","",,"new"
"270002702063",3,"U",532164,333701,"2011-03-22T11:54:05","",,"new"
"270002702063",4,"U",530957,333701,"2011-03-22T11:54:05","",,"new"
"270002702064",1,"U",528891,334304,"2011-03-22T11:57:17","",,"new"
"270002702064",2,"U",529863,334304,"2011-03-22T11:57:17","",,"new"
"270002702064",3,"U",529863,335725,"2011-03-22T11:57:17","",,"new"
"270002702064",4,"U",528891,335725,"2011-03-22T11:57:17","",,"new"
"270002702065",1,"U",525577,335701,"2011-03-22T12:00:11","",,"new"
"270002702065",2,"U",527288,335701,"2011-03-22T12:00:11","",,"new"
"270002702065",3,"U",527288,336588,"2011-03-22T12:00:11","",,"new"
"270002702065",4,"U",525577,336588,"2011-03-22T12:00:11","",,"new"
"270002702066",1,"U",534424,346904,"2011-03-22T12:04:16","",,"new"
"270002702066",2,"U",535820,346904,"2011-03-22T12:04:16","",,"new"
"270002702066",3,"U",535820,347542,"2011-03-22T12:04:16","",,"new"
"270002702066",4,"U",534424,347542,"2011-03-22T12:04:16","",,"new"
"270002702067",1,"U",540696,347065,"2011-03-22T12:20:23","",,"new"
"270002702067",2,"U",542092,347065,"2011-03-22T12:20:23","",,"new"
"270002702067",3,"U",542092,347703,"2011-03-22T12:20:23","",,"new"
"270002702067",4,"U",540696,347703,"2011-03-22T12:20:23","",,"new"
"270002702068",1,"U",531381,349487,"2011-03-22T12:24:34","",,"new"
"270002702068",2,"U",532575,349487,"2011-03-22T12:24:34","",,"new"
"270002702068",3,"U",532575,351247,"2011-03-22T12:24:34","",,"new"
"270002702068",4,"U",531381,351247,"2011-03-22T12:24:34","",,"new"
"270002702069",1,"U",538984,342202,"2011-03-22T12:32:34","",,"new"
"270002702069",2,"U",540122,342202,"2011-03-22T12:32:34","",,"new"
"270002702069",3,"U",540122,343296,"2011-03-22T12:32:34","",,"new"
"270002702069",4,"U",538984,343296,"2011-03-22T12:32:34","",,"new"
"270002702070",1,"U",538169,341395,"2011-03-22T12:35:17","",,"new"
"270002702070",2,"U",539307,341395,"2011-03-22T12:35:17","",,"new"
"270002702070",3,"U",539307,342489,"2011-03-22T12:35:17","",,"new"
"270002702070",4,"U",538169,342489,"2011-03-22T12:35:17","",,"new"
"270002702071",1,"U",516336,381239,"2011-03-23T09:17:28","",,"new"
"270002702071",2,"U",517241,381239,"2011-03-23T09:17:28","",,"new"
"270002702071",3,"U",517241,381757,"2011-03-23T09:17:28","",,"new"
"270002702071",4,"U",516336,381757,"2011-03-23T09:17:28","",,"new"
"270002702072",1,"U",515700,380327,"2011-03-23T09:22:30","",,"new"
"270002702072",2,"U",516170,380327,"2011-03-23T09:22:30","",,"new"
"270002702072",3,"U",516170,380712,"2011-03-23T09:22:30","",,"new"
"270002702072",4,"U",515700,380712,"2011-03-23T09:22:30","",,"new"
"270002702073",1,"U",498946,382278,"2011-03-23T09:27:12","2011-03-23T09:27:36",1,"rev"
"270002702073",2,"U",500451,382278,"2011-03-23T09:27:12","2011-03-23T09:27:36",1,"rev"
"270002702073",3,"U",500451,382876,"2011-03-23T09:27:12","2011-03-23T09:27:36",1,"rev"
"270002702073",4,"U",498946,382876,"2011-03-23T09:27:12","2011-03-23T09:27:36",1,"rev"
"270002702074",1,"U",494589,381858,"2011-05-03T10:46:42","",,"new"
"270002702074",2,"U",494953,381858,"2011-05-03T10:46:42","",,"new"
"270002702074",3,"U",494953,382284,"2011-05-03T10:46:42","",,"new"
"270002702074",4,"U",494589,382284,"2011-05-03T10:46:42","",,"new"
"270002702075",1,"U",494525,380561,"2011-04-07T13:41:33","2011-04-07T13:42:13",1,"rev"
"270002702075",2,"U",495249,380561,"2011-04-07T13:41:33","2011-04-07T13:42:13",1,"rev"
"270002702075",3,"U",495249,381350,"2011-04-07T13:41:33","2011-04-07T13:42:13",1,"rev"
"270002702075",4,"U",494525,380350,"2011-04-07T13:41:33","2011-04-07T13:42:13",1,"rev"
"270002702076",1,"U",494473,380050,"2011-04-27T15:00:24","2011-04-27T15:00:47",1,"rev"
"270002702076",2,"U",495134,380050,"2011-04-27T15:00:24","2011-04-27T15:00:47",1,"rev"
"270002702076",3,"U",495134,380422,"2011-04-27T15:00:24","2011-04-27T15:00:47",1,"rev"
"270002702076",4,"U",494473,380422,"2011-04-27T15:00:24","2011-04-27T15:00:47",1,"rev"
"270002702077",1,"U",484358,376426,"2011-04-27T14:47:44","2011-04-27T14:49:12",4,"rev"
"270002702077",2,"U",485021,376426,"2011-04-27T14:47:44","2011-04-27T14:49:12",4,"rev"
"270002702077",3,"U",485021,376776,"2011-04-27T14:47:44","2011-04-27T14:49:12",4,"rev"
"270002702077",4,"U",484358,376776,"2011-04-27T14:47:44","2011-04-27T14:49:12",4,"rev"
"270002702078",1,"U",484354,375592,"2011-04-27T14:42:09","",,"new"
"270002702078",2,"U",484899,375592,"2011-04-27T14:42:09","",,"new"
"270002702078",3,"U",484899,376227,"2011-04-27T14:42:09","",,"new"
"270002702078",4,"U",484354,376227,"2011-04-27T14:42:09","",,"new"
"270002702079",1,"U",483475,375397,"2011-04-27T13:55:31","2011-04-27T13:59:49",4,"rev"
"270002702079",2,"U",484028,375397,"2011-04-27T13:55:31","2011-04-27T13:59:49",4,"rev"
"270002702079",3,"U",484028,376153,"2011-04-27T13:55:31","2011-04-27T13:59:49",4,"rev"
"270002702079",4,"U",483475,376153,"2011-04-27T13:55:31","2011-04-27T13:59:49",4,"rev"
"270002702080",1,"U",482771,373924,"2011-04-27T14:37:02","",,"new"
"270002702080",2,"U",483613,373924,"2011-04-27T14:37:02","",,"new"
"270002702080",3,"U",483613,374681,"2011-04-27T14:37:02","",,"new"
"270002702080",4,"U",482771,374681,"2011-04-27T14:37:02","",,"new"
"2700LACC1845",1,"U",526271,379669,"","",,"new"
"2700LACC1845",2,"U",526645,379669,"","",,"new"
"2700LACC1845",3,"U",526645,379242,"","",,"new"
"2700LACC1845",4,"U",526271,379242,"","",,"new"
"2700LACC1852",1,"U",533267,366894,"","",,"new"
"2700LACC1852",2,"U",533673,366894,"","",,"new"
"2700LACC1852",3,"U",533673,366559,"","",,"new"
"2700LACC1852",4,"U",533267,366559,"","",,"new"
"2700LACC2144",1,"U",537170,370880,"","",,"new"
"2700LACC2144",2,"U",538070,370880,"","",,"new"
"2700LACC2144",3,"U",538070,369940,"","",,"new"
"2700LACC2144",4,"U",537170,369940,"","",,"new"
"2700LALB0661",1,"U",539689,381187,"","",,"new"
"2700LALB0661",2,"U",540173,381187,"","",,"new"
"2700LALB0661",3,"U",540173,380631,"","",,"new"
"2700LALB0661",4,"U",539689,380631,"","",,"new"
"2700LAPC1848",1,"U",532597,371722,"","",,"new"
"2700LAPC1848",2,"U",532852,371719,"","",,"new"
"2700LAPC1848",3,"U",532852,371368,"","",,"new"
"2700LAPC1848",4,"U",532597,371368,"","",,"new"
"2700LAPC2141",1,"U",542360,366910,"","",,"new"
"2700LAPC2141",2,"U",543160,366910,"","",,"new"
"2700LAPC2141",3,"U",543160,366230,"","",,"new"
"2700LAPC2141",4,"U",542360,366230,"","",,"new"
"2700LBBC2448",1,"U",542992,328357,"","",,"new"
"2700LBBC2448",2,"U",543397,328357,"","",,"new"
"2700LBBC2448",3,"U",543397,328078,"","",,"new"
"2700LBBC2448",4,"U",542992,328078,"","",,"new"
"2700LBCC2028",1,"U",529000,375730,"","",,"new"
"2700LBCC2028",2,"U",530020,375730,"","",,"new"
"2700LBCC2028",3,"U",530020,375100,"","",,"new"
"2700LBCC2028",4,"U",529000,375100,"","",,"new"
"2700LBCC2029",1,"U",535284,379790,"","",,"new"
"2700LBCC2029",2,"U",536561,379790,"","",,"new"
"2700LBCC2029",3,"U",536561,379238,"","",,"new"
"2700LBCC2029",4,"U",535284,379238,"","",,"new"
"2700LBCC2146",1,"U",536950,373829,"","",,"new"
"2700LBCC2146",2,"U",537703,373829,"","",,"new"
"2700LBCC2146",3,"U",537703,373314,"","",,"new"
"2700LBCC2146",4,"U",536950,373314,"","",,"new"
"2700LBCC2280",1,"U",547200,365165,"","",,"new"
"2700LBCC2280",2,"U",548009,365165,"","",,"new"
"2700LBCC2280",3,"U",548009,364635,"","",,"new"
"2700LBCC2280",4,"U",547200,364635,"","",,"new"
"2700LBCC2963",1,"U",514280,355460,"","",,"new"
"2700LBCC2963",2,"U",515950,355460,"","",,"new"
"2700LBCC2963",3,"U",515950,354660,"","",,"new"
"2700LBCC2963",4,"U",514280,354660,"","",,"new"
"2700LBEC1854",1,"U",534870,372250,"","",,"new"
"2700LBEC1854",2,"U",535040,372250,"","",,"new"
"2700LBEC1854",3,"U",535040,371990,"","",,"new"
"2700LBEC1854",4,"U",534870,371990,"","",,"new"
"2700LBFCC773",1,"U",513948,363155,"","",,"new"
"2700LBFCC773",2,"U",513948,363662,"","",,"new"
"2700LBFCC773",3,"U",514526,363662,"","",,"new"
"2700LBFCC773",4,"U",514526,363155,"","",,"new"
"2700LBHB2274",1,"U",542534,361436,"","",,"new"
"2700LBHB2274",2,"U",543077,361436,"","",,"new"
"2700LBHB2274",3,"U",543077,360902,"","",,"new"
"2700LBHB2274",4,"U",542534,360902,"","",,"new"
"2700LBHC2965",1,"U",526316,354021,"","",,"new"
"2700LBHC2965",2,"U",526839,354021,"","",,"new"
"2700LBHC2965",3,"U",526839,353548,"","",,"new"
"2700LBHC2965",4,"U",526316,353548,"","",,"new"
"2700LBMC2959",1,"U",512279,383758,"","",,"new"
"2700LBMC2959",2,"U",512995,383758,"","",,"new"
"2700LBMC2959",3,"U",512995,383359,"","",,"new"
"2700LBMC2959",4,"U",512279,383359,"","",,"new"
"2700LBV00812",1,"U",522067,386138,"","",,"new"
"2700LBV00812",2,"U",522366,386138,"","",,"new"
"2700LBV00812",3,"U",522366,386458,"","",,"new"
"2700LBV00812",4,"U",522067,386458,"","",,"new"
"2700LCC05285",1,"U",538716,352736,"","",,"new"
"2700LCC05285",2,"U",540217,352736,"","",,"new"
"2700LCC05285",3,"U",540217,352191,"","",,"new"
"2700LCC05285",4,"U",538716,352191,"","",,"new"
"2700LCCC2147",1,"U",528053,380165,"","",,"new"
"2700LCCC2147",2,"U",528481,380165,"","",,"new"
"2700LCCC2147",3,"U",528481,379572,"","",,"new"
"2700LCCC2147",4,"U",528053,379572,"","",,"new"
"2700LCCC3019",1,"U",530734,356516,"","",,"new"
"2700LCCC3019",2,"U",531592,356516,"","",,"new"
"2700LCCC3019",3,"U",531592,354217,"","",,"new"
"2700LCCC3019",4,"U",530734,354217,"","",,"new"
"2700LCHC2481",1,"U",518360,313510,"","",,"new"
"2700LCHC2481",2,"U",518270,313920,"","",,"new"
"2700LCHC2481",3,"U",519240,314470,"","",,"new"
"2700LCHC2481",4,"U",520060,314550,"","",,"new"
"2700LCHC2966",1,"U",520543,354556,"","",,"new"
"2700LCHC2966",2,"U",520891,354556,"","",,"new"
"2700LCHC2966",3,"U",520891,354081,"","",,"new"
"2700LCHC2966",4,"U",520543,354081,"","",,"new"
"2700LCPC1860",1,"U",530355,364312,"","",,"new"
"2700LCPC1860",2,"U",530865,364312,"","",,"new"
"2700LCPC1860",3,"U",530865,364594,"","",,"new"
"2700LCPC1860",4,"U",530355,364594,"","",,"new"
"2700LCSA1840",1,"U",544872,371631,"","",,"new"
"2700LCSA1840",2,"U",545449,371631,"","",,"new"
"2700LCSA1840",3,"U",545449,371314,"","",,"new"
"2700LCSA1840",4,"U",544872,371314,"","",,"new"
"2700LCT04013",1,"U",528167,381679,"","",,"new"
"2700LCT04013",2,"U",529477,381679,"","",,"new"
"2700LCT04013",3,"U",529477,380699,"","",,"new"
"2700LCT04013",4,"U",528167,380699,"","",,"new"
"2700LD002161",1,"U",523236,383172,"","",,"new"
"2700LD002161",2,"U",523881,383172,"","",,"new"
"2700LD002161",3,"U",523881,382679,"","",,"new"
"2700LD002161",4,"U",523236,382679,"","",,"new"
"2700LDCC1863",1,"U",525467,328458,"","",,"new"
"2700LDCC1863",2,"U",525467,328100,"","",,"new"
"2700LDCC1863",3,"U",525165,328100,"","",,"new"
"2700LDCC1863",4,"U",525165,328458,"","",,"new"
